ID,City,Group_size,Age,TOM,BUMO,BUMO_Previous,MostFavourite,Gender,Age_Group_2,Occupation,Occupation_Group,Year,Needstates,Daypart,NeedstateGroup,Brand,Spontaneous,Trial,P3M,P1M,Comprehension,Brand_Likability,Weekly,Daily,Segmentation,NPS_P3M,NPS_P3M_Group,Awareness,Attribute,BrandImage,Visit,Spending,PPA,TOM_Group,BUMO_Group,BUMO_Previous_Group,MostFavourite_Group,Awareness_flag,Spontaneous_flag,Trial_flag,P3M_flag,P1M_flag,Weekly_flag,Daily_flag,Brand_Loyalty,Brand_Switcher,Funnel_Depth,Awareness_Usage_Gap,Need_is_Drinking
108895,Hồ Chí Minh,5.0,29.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,25 - 29 y.o.,"Unskilled Labor (worker, landry person, driver, security guard, cleaner)",Blue Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,9.0,405.0,45.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
109205,Hồ Chí Minh,4.0,17.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Convenient location,Highlands Coffee,3.0,150.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
111430,Hải Phòng,5.0,33.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,140.0,35.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
111873,Hồ Chí Minh,4.0,29.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Housewife,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,5.0,250.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
112175,Hồ Chí Minh,3.0,37.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,8.0,320.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,0
112343,Hải Phòng,4.0,16.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,16 - 19 y.o.,Pupil / Student,None Working,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,100.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
112592,Hải Phòng,5.0,27.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,120.0,60.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
118273,Hải Phòng,5.0,21.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,100.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
118393,Hải Phòng,2.0,27.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,60.0,30.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,0
120010,Hải Phòng,3.0,22.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,100.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
120142,Hải Phòng,3.0,34.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,30 - 34 y.o.,Military / Police,Other Occupations,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Good tea taste,Highlands Coffee,10.0,500.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
120143,Hải Phòng,4.0,34.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,30 - 34 y.o.,Lecturer / Teacher,White Collar,2017,Socializing,Overall,Socializing,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,1.0,40.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,0
120399,Đà Nẵng,3.0,29.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),8.0,Passive,Highlands Coffee,Feel I belong here,Highlands Coffee,8.0,400.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
121418,Đà Nẵng,3.0,27.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Housewife,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,10.0,650.0,65.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
121481,Hải Phòng,3.0,57.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,45+ y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,2.0,70.0,35.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
122650,Đà Nẵng,3.0,18.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,3.0,135.0,45.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
122919,Đà Nẵng,3.0,36.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,3.0,120.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
123635,Hải Phòng,4.0,37.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,"Professional (doctor, engineer, architect, nursing staff, lawyer, researcher, etc.)",White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,200.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
123948,Hải Phòng,5.0,40.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,40 - 44 y.o.,"Small Business (small shop owner, grocery store, etc.)",Self Employed - Small Business and Freelance,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,10.0,500.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
123953,Hải Phòng,2.0,27.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,160.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
124287,Đà Nẵng,3.0,39.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,35 - 39 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Highlands Coffee,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,20.0,780.0,39.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,1,3,1,7,0,1
124557,Hồ Chí Minh,3.0,28.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,200.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
125485,Hải Phòng,4.0,26.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Convenient location,Highlands Coffee,2.0,80.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
125497,Hải Phòng,3.0,28.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,25 - 29 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,4.0,180.0,45.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
125805,Hải Phòng,4.0,24.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,20 - 24 y.o.,Lecturer / Teacher,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,8.0,320.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
125901,Hải Phòng,4.0,24.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,4.0,160.0,40.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
125903,Hải Phòng,5.0,23.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Male,20 - 24 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good tea taste,Highlands Coffee,3.0,150.0,50.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
125955,Hải Phòng,10.0,20.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,20 - 24 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Highlands Coffee,Unknown,Seg.04 - Super Premium (VND 100K+),10.0,Promoter,Highlands Coffee,Recommended by others,Highlands Coffee,10.0,1000.0,100.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,1,0,3,1,6,0,1
126466,Đà Nẵng,3.0,16.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,16 - 19 y.o.,Pupil / Student,None Working,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,2.0,98.0,49.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
127317,Đà Nẵng,4.0,33.0,Highlands Coffee,Highlands Coffee,Don't have any brands,Highlands Coffee,Female,30 - 34 y.o.,Officer - Staff level,White Collar,2017,Drinking coffee,Overall,Drinking beverages,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Highlands Coffee,Know a little,Highlands Coffee,Unknown,Unknown,Seg.04 - Super Premium (VND 100K+),9.0,Promoter,Highlands Coffee,Good music,Highlands Coffee,5.0,500.0,100.0,Highlands Coffee,Highlands Coffee,Others,Highlands Coffee,1,1,1,1,1,0,0,3,1,5,0,1
